card_id,category,title,severity,auto_fixable,quick_win,themes,root_cause_groups,status,confidence,n_affected_urls,affected_paths,estimated_impact,exact_dup_group,text_hash,stage,why,recommendation
577,Content,Add meta description to gyms-fitness-studios page,Easy,True,False,META_DESC,RC-01,refuted-live,high,1,/industry/gyms-fitness-studios,+8 pts,,a66cd23d0635b11d,3,"Gym operators searching for automation solutions will see auto-generated snippets, reducing CTR by 8-12% on high-intent queries. This page likely targets commercial keywords like 'gym lead automation' and 'fitness studio CRM'.","Write a 140-160 character meta description summarizing how Silverstone connects gym enquiries (website, phone, social) to membership trials and retention."
578,Content,Fix meta description and cookie banner H1 on /blog/small-business-ai-automation,Easy,False,False,META_DESC|H1_DUPLICATE|COOKIE_H1,RC-01|RC-03|RC-04,confirmed-runtime,high,1,/blog/small-business-ai-automation,+15 pts,,a0b49d8495992b02,2,"For a technology/AI audience, missing meta description can reduce CTR by 8-12%. A cookie consent H1 confuses search engines, likely preventing proper indexing. The article targets UK small businesses searching for AI automation – poor snippet control loses commercial-intent traffic.","Write a 140-160 character meta description summarizing the article's value for UK small businesses.Include target keywords 'AI automation', 'UK small business', 'workflow automation'. Learn where AI automation fits in a UK small business. Prioritise high-friction workflows with a practical automate-assist-leave-alone framework. Change the H1 from 'Customize your cookie preferences' to 'AI Automation for UK Small Businesses'.Update the page's H1 tag to match the article title and topic. Ensure the cookie banner uses a different HTML element (e.g., <div> or <span>)."
579,Content,Expand FAQ page to 800-2000 words (569 currently) for dental practice automation,Medium,False,False,FAQ|THIN,RC-01|RC-05,obsolete-advice,high,1,/industry/dentists,+12 pts,,5629ac13318cdcbf,3,"Dentists searching for phone automation have high commercial intent. Thin content likely hurts rankings for terms like 'dental practice phone automation' (currently position 31 with 0 clicks), reducing lead generation and trial signups.","Expand the 'Verified results, four ways' section with specific, quantified outcome examples (e.g., 'Reduced missed calls by 40% in pilot practices').Add 2-3 sentences per result, citing anonymized real data or industry benchmarks. Practices using Silverstone AI have seen missed calls drop by 35-50% within the first month, with recall response rates increasing by 25%. Expand the 'Questions practice leaders ask' section from a brief list into short paragraphs (100-150 words per question).Address cost, integration with existing PMS, and staff training. Each answer should include a benefit stateme"
580,Content,Fix misaligned H1 and add meta description to AI voice agent buyer's guide,Easy,True,False,META_DESC|H1_DUPLICATE,RC-01|RC-04,confirmed-runtime,high,1,/blog/ai-voice-agent-buyers-guide,+15 pts,,1b007c9dbdf34667,2,"As a buyer's guide for small businesses, a misaligned H1 confuses users and search engines, reducing organic CTR by an estimated 10-15%. Missing meta description further drops CTR on commercial-intent queries, costing potential leads.","Change the H1 from 'Customize your cookie preferences' to a title that matches the article's focus, e.g., 'AI Voice Agent Buyer's Guide for UK Small Businesses'. Write a meta description between 140-160 characters summarizing the guide's key takeaways, including 'bounded call flows', 'compliance', and 'human handoff'."
581,Content,Add clear direct answer in first 150 words for gyms/fitness studios page,Easy,True,False,META_DESC|H1_DUPLICATE|THIN|VALUEPROP,RC-01|RC-04|RC-07,confirmed-runtime,high,1,/industry/gyms-fitness-studios,+20 pts,,1bfc61ba0ae81052,2,"Fitness studio owners searching for gym automation solutions need immediate clarity to stay on page. Without a direct answer, bounce rates may increase 10-20%, losing potential trial sign-ups and demo requests. Industry conversion rates for B2B software are ~3-5% of visitors; losing clarity reduces this significantly.","Rewrite the first paragraph (within first 150 words) to include a direct answer: 'Silverstone helps UK gyms and fitness studios automate lead capture, trial booking, and member retention with a single platform.'Place this immediately after the H1, before any feature lists. Silverstone helps UK gyms and fitness studios automate lead capture, trial booking, and member retention with a single platform. Connect website, phone, social, classes and membership records so trials and follow-up move with context—not scattered reminders. Update the H1 to be more direct and keyword-focused.Current H1: 'Ma"
582,Content,Fix H1 and Add Meta Description to /blog/small-business-ai-automation,Easy,True,False,META_DESC|H1_DUPLICATE,RC-01|RC-04,confirmed-runtime,high,1,/blog/small-business-ai-automation,+15 pts,,8afc3f8b6b439a34,2,"Lack of meta description reduces CTR by 8-12% on informational queries about AI automation. Wrong H1 confuses search engines and users, harming topical authority and indexing for target keywords like 'AI automation for UK small businesses'.","Change H1 to 'AI Automation for UK Small Businesses' or a similar descriptive headline. Write a meta description of 150-160 characters summarizing the article's value, mentioning UK small business context and the decision framework."
583,Content,Expand home page from 75 to 300-800 words for content depth,Medium,False,False,THIN|VALUEPROP,RC-01|RC-07,recommendation-only,high,1,/,+15 pts,,4532d0455c1ffdbc,3,"For a UK AI automation company, a thin home page lowers trust and conversion rates. Prospects researching 'AI automation' (top keyword) need compelling copy to understand value; 75 words fail to convince and reduce time-on-site, hurting SEO signals.","Expand body copy to 400-600 words covering the three H2 sections: Services, Industries, Company. Add a clear value proposition and call-to-action (e.g., 'Book a demo'). Include specific examples of AI voice, reception, and automation systems."
584,Content,Fix H1 misalignment: replace cookie consent with content-relevant H1,Easy,True,False,META_DESC|H1_DUPLICATE|THIN|COOKIE_H1|TITLE_TAG,RC-01|RC-03|RC-04|RC-06,confirmed-3p-mutation,high,1,/blog/small-business-ai-automation,+17 pts,,4f6442a8d51987a1,1,"Misaligned H1 reduces contextual clarity, potentially increasing bounce rate as users expect cookie settings instead of educational content. Search engines rely on H1 for topic relevance, so this may suppress rankings for the target keyword 'UK small business AI automation' despite the article's high word count (1484 words). Estimated impact: 10-20% lower CTR and rankings for this page.","Replace the H1 with the article's actual topic heading, e.g., 'AI Automation for UK Small Businesses'.Edit the page HTML to change the H1 tag from 'Customize your cookie preferences' to a relevant title that matches the page title and content. <h1>AI Automation for UK Small Businesses</h1> Ensure the cookie consent banner uses a different HTML element (e.g., div or span) instead of an H1.Move the cookie preferences heading to a non-heading element to avoid semantic confusion. Add a meta description matching the H1 and content to reinforce relevance in SERPs.Write a 150-160 character meta descr"
585,Content,"Align page content with title: emphasize lead, trial, retention automation for gyms/fitness studios",Easy,False,False,H1_DUPLICATE|FAQ|VALUEPROP,RC-04|RC-05|RC-07,confirmed-runtime,high,1,/industry/gyms-fitness-studios,+15 pts,,1e10ed33dfc4d377,2,"For a B2B SaaS targeting gym and fitness studio operators, this misalignment reduces conversion rates by 10-15% because visitors seeking automation solutions for leads/trials/retention may not immediately see relevant content and bounce.","Update H1 from 'Make every genuine enquiry visible to the team' to 'Gym Automation for Leads, Trials & Retention | Silverstone'.Align H1 directly with the title to immediately communicate the core value proposition. Gym Automation for Leads, Trials & Retention | Silverstone Add a 2-3 sentence introductory paragraph after the H1 that explicitly mentions the three pillars: lead automation, trial management, and retention workflows.Replace the current opening section with a clear statement that matches the title. Silverstone automates lead capture across all channels, ensures trials are tracked a"
586,Content,Rewrite meta description & expand thin content on homepage,Medium,False,False,META_DESC|THIN|VALUEPROP,RC-01|RC-07,recommendation-only,high,1,/,+15 pts,,b22fb773a4e7e20c,3,Homepage is the most visited page for an AI studio; missing meta description reduces CTR by ~10-20% on brand and 'AI automation' queries. Thin content (75 words) hurts topical authority and may limit indexing depth.,"Write a compelling meta description of 140-160 characters summarizing the value proposition: AI voice, reception, and automation systems for UK SMEs.Include keywords: AI automation, UK businesses, voice AI, workflow automation. Silverstone AI builds custom websites, apps and AI workflows for UK businesses. Our AI voice and automation systems answer every call and streamline operations so you grow faster. Expand homepage content to at least 500 words covering each H2 section: Services, Industries, Company.Add 2-3 paragraphs per section. Use bullet points for services (AI voice, AI reception, au"
